date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:22:43	52956/52956	---M--	200	added ('OK')	font/woff2	etag:%225d9ef344-cedc%22	http://vlxddaiphucvinh.net/css/fonts/OpenSansBold.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/OpenSansBold.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:22:49	1166757/1166757	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef344-11cda5%22	http://vlxddaiphucvinh.net/css/fonts/OpenSansBold.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/OpenSansBold.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:22:52	70184/70184	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef344-11228%22	http://vlxddaiphucvinh.net/css/fonts/OpenSansBold.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/OpenSansBold.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:22:55	121992/121992	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef343-1dc88%22	http://vlxddaiphucvinh.net/css/fonts/OpenSansBold.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/OpenSansBold.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:22:59	121808/121808	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef344-1dbd0%22	http://vlxddaiphucvinh.net/css/fonts/OpenSansBold.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/OpenSansBold.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:00	51408/51408	---M--	200	added ('OK')	font/woff2	etag:%225d9ef346-c8d0%22	http://vlxddaiphucvinh.net/css/fonts/RobotoMedium.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoMedium.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:04	701314/701314	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef346-ab382%22	http://vlxddaiphucvinh.net/css/fonts/RobotoMedium.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoMedium.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:10	69884/69884	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef346-110fc%22	http://vlxddaiphucvinh.net/css/fonts/RobotoMedium.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoMedium.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:13	131970/131970	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef346-20382%22	http://vlxddaiphucvinh.net/css/fonts/RobotoMedium.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoMedium.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:20	66120/66120	---M--	200	added ('OK')	font/woff2	etag:%225d9ef348-10248%22	http://vlxddaiphucvinh.net/css/fonts/RobotoRegular.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoRegular.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:24	131764/131764	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef346-202b4%22	http://vlxddaiphucvinh.net/css/fonts/RobotoMedium.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoMedium.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:31	792188/792188	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef347-c167c%22	http://vlxddaiphucvinh.net/css/fonts/RobotoRegular.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoRegular.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:31	93780/93780	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef347-16e54%22	http://vlxddaiphucvinh.net/css/fonts/RobotoRegular.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoRegular.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:36	181138/181138	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef346-2c392%22	http://vlxddaiphucvinh.net/css/fonts/RobotoRegular.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoRegular.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:42	65996/65996	---M--	200	added ('OK')	font/woff2	etag:%225d9ef344-101cc%22	http://vlxddaiphucvinh.net/css/fonts/RobotoBold.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoBold.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:51	94036/94036	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef344-16f54%22	http://vlxddaiphucvinh.net/css/fonts/RobotoBold.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoBold.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:52	180948/180948	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef349-2c2d4%22	http://vlxddaiphucvinh.net/css/fonts/RobotoRegular.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoRegular.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:23:57	812855/812855	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef344-c6737%22	http://vlxddaiphucvinh.net/css/fonts/RobotoBold.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoBold.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:02	180008/180008	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef344-2bf28%22	http://vlxddaiphucvinh.net/css/fonts/RobotoBold.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoBold.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:06	52028/52028	---M--	200	added ('OK')	font/woff2	etag:%225d9ef344-cb3c%22	http://vlxddaiphucvinh.net/css/fonts/RobotoBlack.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoBlack.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:14	70952/70952	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef344-11528%22	http://vlxddaiphucvinh.net/css/fonts/RobotoBlack.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoBlack.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:14	179820/179820	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef344-2be6c%22	http://vlxddaiphucvinh.net/css/fonts/RobotoBold.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoBold.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:19	709423/709423	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef344-ad32f%22	http://vlxddaiphucvinh.net/css/fonts/RobotoBlack.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoBlack.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:19	136188/136188	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef344-213fc%22	http://vlxddaiphucvinh.net/css/fonts/RobotoBlack.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoBlack.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:28	51296/51296	---M--	200	added ('OK')	font/woff2	etag:%225d9ef345-c860%22	http://vlxddaiphucvinh.net/css/fonts/RobotoCondensedBold.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoCondensedBold.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:31	135992/135992	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef344-21338%22	http://vlxddaiphucvinh.net/css/fonts/RobotoBlack.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoBlack.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:31	71076/71076	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef345-115a4%22	http://vlxddaiphucvinh.net/css/fonts/RobotoCondensedBold.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoCondensedBold.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:36	689833/689833	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef345-a86a9%22	http://vlxddaiphucvinh.net/css/fonts/RobotoCondensedBold.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoCondensedBold.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:42	138722/138722	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef345-21de2%22	http://vlxddaiphucvinh.net/css/fonts/RobotoCondensedBold.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoCondensedBold.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:44	50300/50300	---M--	200	added ('OK')	font/woff2	etag:%225d9ef346-c47c%22	http://vlxddaiphucvinh.net/css/fonts/RobotoCondensedRegular.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoCondensedRegular.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:52	138472/138472	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef345-21ce8%22	http://vlxddaiphucvinh.net/css/fonts/RobotoCondensedBold.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoCondensedBold.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:54	69404/69404	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef346-10f1c%22	http://vlxddaiphucvinh.net/css/fonts/RobotoCondensedRegular.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoCondensedRegular.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:58	694133/694133	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef346-a9775%22	http://vlxddaiphucvinh.net/css/fonts/RobotoCondensedRegular.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoCondensedRegular.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:24:58	137332/137332	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef345-21874%22	http://vlxddaiphucvinh.net/css/fonts/RobotoCondensedRegular.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoCondensedRegular.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:07	52488/52488	---M--	200	added ('OK')	font/woff2	etag:%225d9ef346-cd08%22	http://vlxddaiphucvinh.net/css/fonts/RobotoItalic.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoItalic.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:09	137064/137064	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef345-21768%22	http://vlxddaiphucvinh.net/css/fonts/RobotoCondensedRegular.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoCondensedRegular.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:10	71072/71072	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef346-115a0%22	http://vlxddaiphucvinh.net/css/fonts/RobotoItalic.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoItalic.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:13	701975/701975	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef346-ab617%22	http://vlxddaiphucvinh.net/css/fonts/RobotoItalic.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoItalic.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:18	23532/23532	---M--	200	added ('OK')	font/woff2	etag:%225d9ef348-5bec%22	http://vlxddaiphucvinh.net/css/fonts/SFUHelveticaLight.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUHelveticaLight.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:19	132132/132132	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef346-20424%22	http://vlxddaiphucvinh.net/css/fonts/RobotoItalic.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoItalic.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:23	30648/30648	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef348-77b8%22	http://vlxddaiphucvinh.net/css/fonts/SFUHelveticaLight.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUHelveticaLight.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:24	73646/73646	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef348-11fae%22	http://vlxddaiphucvinh.net/css/fonts/SFUHelveticaLight.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUHelveticaLight.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:25	107669/107669	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef348-1a495%22	http://vlxddaiphucvinh.net/css/fonts/SFUHelveticaLight.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUHelveticaLight.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:29	23384/23384	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef349-5b58%22	http://vlxddaiphucvinh.net/css/fonts/VSWISC.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/VSWISC.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:30	131928/131928	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef346-20358%22	http://vlxddaiphucvinh.net/css/fonts/RobotoItalic.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/RobotoItalic.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:32	82840/82840	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef349-14398%22	http://vlxddaiphucvinh.net/css/fonts/VSWISC.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/VSWISC.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:32	38490/38490	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef349-965a%22	http://vlxddaiphucvinh.net/css/fonts/VSWISC.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/VSWISC.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:32	73392/73392	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef348-11eb0%22	http://vlxddaiphucvinh.net/css/fonts/SFUHelveticaLight.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUHelveticaLight.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:35	38244/38244	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef349-9564%22	http://vlxddaiphucvinh.net/css/fonts/VSWISC.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/VSWISC.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:36	22068/22068	---M--	200	added ('OK')	font/woff2	etag:%225d9ef348-5634%22	http://vlxddaiphucvinh.net/css/fonts/SFUEurostileCondensed.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUEurostileCondensed.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:37	107735/107735	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef348-1a4d7%22	http://vlxddaiphucvinh.net/css/fonts/SFUEurostileCondensed.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUEurostileCondensed.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:38	28996/28996	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef348-7144%22	http://vlxddaiphucvinh.net/css/fonts/SFUEurostileCondensed.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUEurostileCondensed.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:42	21580/21580	---M--	200	added ('OK')	font/woff2	etag:%225d9ef348-544c%22	http://vlxddaiphucvinh.net/css/fonts/SFUFuturaBook.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUFuturaBook.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:44	73696/73696	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef348-11fe0%22	http://vlxddaiphucvinh.net/css/fonts/SFUEurostileCondensed.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUEurostileCondensed.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:47	29212/29212	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef348-721c%22	http://vlxddaiphucvinh.net/css/fonts/SFUFuturaBook.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUFuturaBook.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:48	106895/106895	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef348-1a18f%22	http://vlxddaiphucvinh.net/css/fonts/SFUFuturaBook.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUFuturaBook.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:48	73416/73416	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef348-11ec8%22	http://vlxddaiphucvinh.net/css/fonts/SFUEurostileCondensed.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUEurostileCondensed.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:49	73516/73516	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef348-11f2c%22	http://vlxddaiphucvinh.net/css/fonts/SFUFuturaBook.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUFuturaBook.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:51	12952/12952	---M--	200	added ('OK')	font/woff2	etag:%225d9ef348-3298%22	http://vlxddaiphucvinh.net/css/fonts/UTMAvo.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMAvo.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:52	17460/17460	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef348-4434%22	http://vlxddaiphucvinh.net/css/fonts/UTMAvo.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMAvo.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:54	111333/111333	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef348-1b2e5%22	http://vlxddaiphucvinh.net/css/fonts/UTMAvo.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMAvo.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:55	39568/39568	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef348-9a90%22	http://vlxddaiphucvinh.net/css/fonts/UTMAvo.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMAvo.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:56	73276/73276	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef348-11e3c%22	http://vlxddaiphucvinh.net/css/fonts/SFUFuturaBook.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/SFUFuturaBook.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:57	39348/39348	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef348-99b4%22	http://vlxddaiphucvinh.net/css/fonts/UTMAvo.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMAvo.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:57	13316/13316	---M--	200	added ('OK')	font/woff2	etag:%225d9ef348-3404%22	http://vlxddaiphucvinh.net/css/fonts/UTMAvoBold.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMAvoBold.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:59	110363/110363	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef348-1af1b%22	http://vlxddaiphucvinh.net/css/fonts/UTMAvoBold.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMAvoBold.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:25:59	17852/17852	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef348-45bc%22	http://vlxddaiphucvinh.net/css/fonts/UTMAvoBold.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMAvoBold.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:00	39676/39676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef348-9afc%22	http://vlxddaiphucvinh.net/css/fonts/UTMAvoBold.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMAvoBold.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:04	25340/25340	---M--	200	added ('OK')	font/woff2	etag:%225d9ef343-62fc%22	http://vlxddaiphucvinh.net/css/fonts/GothamNarrowBook.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/GothamNarrowBook.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:04	39448/39448	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef348-9a18%22	http://vlxddaiphucvinh.net/css/fonts/UTMAvoBold.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMAvoBold.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:07	574269/574269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef343-8c33d%22	http://vlxddaiphucvinh.net/css/fonts/GothamNarrowBook.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/GothamNarrowBook.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:08	38272/38272	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef343-9580%22	http://vlxddaiphucvinh.net/css/fonts/GothamNarrowBook.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/GothamNarrowBook.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:10	13144/13144	---M--	200	added ('OK')	font/woff2	etag:%225d9ef348-3358%22	http://vlxddaiphucvinh.net/css/fonts/UTMHelvetIns.woff2	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMHelvetIns.woff2	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:13	83410/83410	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef343-145d2%22	http://vlxddaiphucvinh.net/css/fonts/GothamNarrowBook.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/GothamNarrowBook.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:13	17380/17380	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef348-43e4%22	http://vlxddaiphucvinh.net/css/fonts/UTMHelvetIns.woff	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMHelvetIns.woff	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:13	38880/38880	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef348-97e0%22	http://vlxddaiphucvinh.net/css/fonts/UTMHelvetIns.eot	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMHelvetIns.eot	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:15	105638/105638	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef348-19ca6%22	http://vlxddaiphucvinh.net/css/fonts/UTMHelvetIns.svg	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMHelvetIns.svg	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:19	83196/83196	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef343-144fc%22	http://vlxddaiphucvinh.net/css/fonts/GothamNarrowBook.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/GothamNarrowBook.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:19	38636/38636	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d9ef348-96ec%22	http://vlxddaiphucvinh.net/css/fonts/UTMHelvetIns.ttf	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/fonts/UTMHelvetIns.ttf	(from http://vlxddaiphucvinh.net/css/fonts.css)
22:26:26	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef35f-11497%22	http://vlxddaiphucvinh.net/css/font-awesome/fonts/fontawesome-webfont.eot?v=4.5.0	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/font-awesome/fonts/fontawesome-webfont3295.eot	(from http://vlxddaiphucvinh.net/css/font-awesome/css/font-awesome.min.css)
22:26:27	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9ef35f-11497%22	http://vlxddaiphucvinh.net/css/font-awesome/fonts/fontawesome-webfont.eot?	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://vlxddaiphucvinh.net/css/font-awesome/css/font-awesome.min.css)
22:26:33	66624/66624	---M--	200	added ('OK')	font/woff2	etag:%225d9ef35f-10440%22	http://vlxddaiphucvinh.net/css/font-awesome/fonts/fontawesome-webfont.woff2?v=4.5.0	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/font-awesome/fonts/fontawesome-webfont3295.woff2	(from http://vlxddaiphucvinh.net/css/font-awesome/css/font-awesome.min.css)
22:26:33	366270/366270	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9ef35f-596be%22	http://vlxddaiphucvinh.net/css/font-awesome/fonts/fontawesome-webfont.svg?v=4.5.0	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/font-awesome/fonts/fontawesome-webfont3295.svg	(from http://vlxddaiphucvinh.net/css/font-awesome/css/font-awesome.min.css)
22:26:33	2798/2798	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Nov%202022%2015:26:32%20GMT	http://vlxddaiphucvinh.net/js/images/bg_slidercontent.png	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/js/images/bg_slidercontent.png	(from http://vlxddaiphucvinh.net/js/jssor/jssor.css)
22:26:35	83588/83588	---M--	200	added ('OK')	application/x-font-woff	etag:%225d9ef35f-14684%22	http://vlxddaiphucvinh.net/css/font-awesome/fonts/fontawesome-webfont.woff?v=4.5.0	D:/5th-1/clonevlxd/vlxddaiphucvinh.net/css/font-awesome/fonts/fontawesome-webfont3295.woff	(from http://vlxddaiphucvinh.net/css/font-awesome/css/font-awesome.min.css)
